mean,std,min,25%,50%,75%,max,hour,weekend,label
2.9569444444444444,0.20051433509814395,2.0,3.0,3.0,3.0,3.0,23,0,air_purifier
1.0,0.0,1.0,1.0,1.0,1.0,1.0,8,0,tv
1.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0,washing_machine
1.0,0.0,1.0,1.0,1.0,1.0,1.0,22,0,tv
1.5363888888888888,1.2545259054500828,0.0,1.0,1.0,2.0,10.0,2,0,micro_wave_oven
29.00611111111111,19.026884399926992,1.0,2.0,41.0,43.0,46.0,22,0,fridge
0.9602777777777778,0.1953329615952841,0.0,1.0,1.0,1.0,1.0,14,0,phone_charger
0.9944444444444445,0.07433859307868991,0.0,1.0,1.0,1.0,1.0,4,0,washing_machine
1.9836111111111112,0.1443894269965267,1.0,2.0,2.0,2.0,3.0,13,0,phone_charger
2.647847222222222,0.47670689382552883,2.0,2.0,3.0,3.0,3.0,8,0,air_purifier
4.029652777777778,0.16492781851930727,4.0,4.0,4.0,4.0,5.0,15,0,air_purifier
13.429305555555555,43.69732293572323,0.0,0.0,0.0,0.0,1375.0,21,0,fridge
1.4206944444444445,1.008729371100247,0.0,1.0,1.0,2.0,9.0,0,1,micro_wave_oven
1.9772222222222222,0.14921506417620328,1.0,2.0,2.0,2.0,2.0,1,0,phone_charger
0.8060416666666667,0.39468231524437347,0.0,1.0,1.0,1.0,1.0,22,0,screen
30.609236111111112,0.48357443513552856,30.0,30.0,31.0,31.0,31.0,4,0,internet_router
25.056944444444444,13.628203541029738,1.0,26.0,28.0,30.0,76.0,14,1,phone_charger
1.1314583333333332,0.4300871419128843,1.0,1.0,1.0,1.0,4.0,8,0,dryer
14.9425,36.08610720528779,0.0,0.0,0.0,22.0,957.0,5,0,fridge
703.6833333333333,612.7700747345128,1.0,3.0,1246.0,1269.0,1303.0,21,0,radiator
0.5,0.0,0.5,0.5,0.5,0.5,0.5,13,1,dryer
2.8466666666666667,0.3599728309342825,2.0,3.0,3.0,3.0,3.0,11,1,air_purifier
1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,0,tv
51.99527777777778,0.2776997976431865,51.0,52.0,52.0,52.0,53.0,3,0,fan
64.59083333333334,204.0382575156005,0.0,0.0,0.0,0.0,731.0,8,0,fridge
2.696111111111111,0.45878948311633583,2.0,2.0,3.0,3.0,3.0,11,0,dehumidifier
11.373680555555556,0.47906832007965366,11.0,11.0,11.0,12.0,12.0,5,0,sound_system
2.9251388888888887,0.2585438795195111,2.0,3.0,3.0,3.0,3.0,15,0,air_purifier
2.789722222222222,0.4067094017025491,2.0,3.0,3.0,3.0,3.0,7,1,dishwasher
1.0,0.0,1.0,1.0,1.0,1.0,1.0,20,0,boiler
13.994652777777778,36.14207962059527,0.0,0.0,0.0,1.0,968.0,13,0,fridge
14.147638888888888,44.966289061557305,0.0,0.0,0.0,0.0,1413.0,7,0,fridge
30.778819444444444,0.410873493529524,30.0,31.0,31.0,31.0,31.0,0,0,internet_router
1.275763888888889,0.7934939494191394,0.0,1.0,1.0,1.0,5.0,15,0,micro_wave_oven
323.3029861111111,5.4545586849122785,307.0,321.0,324.0,328.0,335.0,7,0,dehumidifier
93.22763888888889,4.799978001088758,87.0,90.0,92.0,96.0,106.0,15,1,freezer
1.0,0.0,1.0,1.0,1.0,1.0,1.0,10,0,washing_machine
0.345,0.4749957955971301,0.0,0.0,0.0,1.0,1.0,7,0,washing_machine
945.4259953703704,423.28712318932577,1.0,1099.0,1133.0,1167.0,1212.0,18,0,radiator
1.0030555555555556,0.055200231366341376,1.0,1.0,1.0,1.0,2.0,21,1,tv
27.735833333333332,38.72601087705291,1.0,1.0,1.0,83.0,86.0,4,0,freezer
0.94125,0.6832909054839633,0.0,1.0,1.0,1.0,7.0,9,0,fan
51.61222222222222,0.636983553396079,50.0,51.0,52.0,52.0,53.0,22,0,fan
31.344583333333333,8.695798974453892,2.0,28.0,29.0,32.0,74.0,9,1,phone_charger
13.869166666666667,1.1707960567502038,12.0,13.0,14.0,15.0,15.0,19,0,sound_system
0.5911805555555556,0.48801486804260635,0.0,0.0,1.0,1.0,1.0,2,0,coffee
25.959097222222223,13.316264986423958,7.0,14.0,26.0,32.0,75.0,16,0,solar_panel
1.240625,0.4267295500075938,1.0,1.0,1.0,1.0,2.0,1,0,solar_panel
20.157916666666665,4.248301047241901,14.0,16.0,21.0,23.0,34.0,19,0,laptop
2.736111111111111,0.43969651420677536,2.0,2.0,3.0,3.0,3.0,13,1,air_purifier
5.929027777777778,1.6456444822439245,4.0,5.0,5.0,7.0,27.0,11,0,air_conditioner
1.0133333333333334,0.11471360377877905,1.0,1.0,1.0,1.0,2.0,11,0,laptop
0.9677777777777777,0.17661431208321543,0.0,1.0,1.0,1.0,1.0,17,0,phone_charger
41.829375,0.36917414714051183,41.0,42.0,42.0,42.0,42.0,15,0,dehumidifier
32.872569444444444,55.533603965681365,1.0,1.0,1.0,108.0,1339.0,4,0,coffee
3.2304166666666667,1.5189133060469213,1.0,2.0,3.0,4.0,11.0,2,1,printer
1.4626388888888888,1.0024594554720987,0.0,1.0,1.0,2.0,7.0,11,0,micro_wave_oven
32.92680555555555,55.48557398144745,1.0,1.0,1.0,106.25,1352.0,13,0,coffee
1.4252083333333334,0.9075682594309641,0.0,1.0,1.0,2.0,7.0,4,0,micro_wave_oven
16.462291666666665,3.846692866742166,8.0,14.0,16.0,20.0,26.0,9,0,solar_panel
0.449375,0.4969582648660025,0.0,0.0,0.0,1.0,1.0,23,0,washing_machine
11.434305555555556,13.172829377355288,1.0,1.0,2.0,29.0,30.0,11,0,screen
962.3056944444445,431.4302938922892,1.0,1144.0,1167.0,1178.0,1235.0,19,1,radiator
0.24819444444444444,0.43178399348449975,0.0,0.0,0.0,0.0,1.0,4,0,washing_machine
17.3425,38.58650316614363,1.0,1.0,1.0,1.0,113.0,6,0,coffee
0.8276388888888889,0.37747053400806435,0.0,1.0,1.0,1.0,1.0,19,0,screen
0.25048611111111113,0.4331327270482039,0.0,0.0,0.0,0.8125,1.0,2,0,dehumidifier
30.982916666666668,0.1789098032511408,30.0,31.0,31.0,31.0,33.0,22,0,internet_router
273.0551388888889,497.6816708640223,1.0,2.0,2.0,10.0,1314.0,11,0,radiator
13.292060185185184,15.920313090458766,1.0,2.0,2.0,31.0,72.0,5,0,phone_charger
689.8464351851853,608.6765652341229,1.0,2.0,1235.0,1269.0,1303.0,13,0,radiator
222.87777777777777,6.447432555521246,172.0,220.0,222.0,226.0,256.0,23,0,computer
56.0925,190.12666663880344,0.0,0.0,0.0,0.0,720.0,6,0,fridge
1.0,0.0,1.0,1.0,1.0,1.0,1.0,2,0,washing_machine
1.4880555555555555,1.1566023178318492,0.0,1.0,1.0,2.0,8.0,23,1,micro_wave_oven
1.0,0.0,1.0,1.0,1.0,1.0,1.0,2,0,boiler
11.501944444444444,0.49696533621411365,11.0,11.0,11.5,12.0,12.0,15,1,sound_system
3.269652777777778,1.6639407512151176,1.0,2.0,3.0,4.0,11.0,20,0,printer
0.8700694444444445,0.33609292741688523,0.0,1.0,1.0,1.0,1.0,1,0,laptop
2.0,0.0,2.0,2.0,2.0,2.0,2.0,13,0,computer
1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,1,freezer
1.0009722222222222,0.6762239676806255,0.0,1.0,1.0,1.0,8.0,7,0,fan
0.9156944444444445,0.2777590952625671,0.0,1.0,1.0,1.0,1.0,15,0,boiler
2.225625,0.409637847140555,2.0,2.0,2.0,2.0,3.0,15,0,dishwasher
92.3692361111111,14.524067228876905,1.0,90.0,92.0,98.0,111.0,19,0,freezer
1.013611111111111,0.11588606130204296,1.0,1.0,1.0,1.0,2.0,21,0,air_purifier
11.998125,0.040999745016454515,11.0,12.0,12.0,12.0,12.0,15,0,sound_system
1.0,0.0,1.0,1.0,1.0,1.0,1.0,8,0,tv
40.560833333333335,194.59917745441462,0.0,0.0,0.0,1.0,1413.0,5,0,coffee
1.0206944444444443,0.14213497716433607,1.0,1.0,1.0,1.0,2.0,21,1,laptop
1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,0,laptop
3.006388888888889,0.07968585088121201,3.0,3.0,3.0,3.0,4.0,22,0,vacuum
1.0,0.0,1.0,1.0,1.0,1.0,1.0,17,0,laptop
135.02166666666668,551.6001699430901,0.0,0.0,0.0,0.0,2578.0,7,1,washing_machine
0.9746527777777778,0.18126287096108734,0.0,1.0,1.0,1.0,2.0,23,0,phone_charger
2.8256944444444443,0.37878341098008717,2.0,3.0,3.0,3.0,3.0,8,0,air_purifier
0.6259722222222223,0.29590217758619963,0.5,0.5,0.5,0.5,2.0,8,0,dryer
23.2625,20.07494251283418,1.0,2.0,40.0,42.0,45.0,8,0,fridge
899.2827777777778,496.49617675341955,1.0,384.0,1167.0,1224.0,1258.0,13,0,radiator
0.7596527777777777,0.42656054014336386,0.0,1.0,1.0,1.0,1.0,1,0,boiler
1.1270833333333334,0.41592679981738023,1.0,1.0,1.0,1.0,4.0,3,0,dryer
0.8859722222222223,0.32810450985404027,0.0,1.0,1.0,1.0,2.0,17,1,solar_panel
89.72159722222223,9.195446707717906,1.0,88.0,90.0,92.0,97.0,18,0,freezer
0.49472222222222223,0.4991030360286245,0.0,0.0,0.0,1.0,1.0,23,0,washing_machine
358.530625,5.709964238683436,339.0,356.0,360.0,363.0,367.0,22,0,dehumidifier
26.20715277777778,26.467208965195805,0.0,1.0,1.0,53.0,67.0,20,0,fan
1.0,0.0,1.0,1.0,1.0,1.0,1.0,21,1,tv
1.9857638888888889,0.11737484606550083,1.0,2.0,2.0,2.0,2.0,6,0,phone_charger
3.139861111111111,0.34538594435393394,3.0,3.0,3.0,3.0,4.0,0,0,dishwasher
0.97,0.22035864575527989,0.0,1.0,1.0,1.0,2.0,21,0,phone_charger
0.5547222222222222,0.4936298074831448,0.0,0.0,1.0,1.0,1.0,17,0,washing_machine
82.45305555555555,11.540789752691698,62.0,74.0,81.0,88.0,122.0,12,1,solar_panel
30.998125,0.05284315405289897,30.0,31.0,31.0,31.0,32.0,6,0,internet_router
1.5885416666666667,0.4857914038619248,1.0,1.0,2.0,2.0,2.0,8,1,dehumidifier
30.88340277777778,0.31621494441778625,30.0,31.0,31.0,31.0,31.0,9,0,internet_router
14.015138888888888,36.45602360907643,0.0,0.0,0.0,0.0,949.0,5,0,fridge
1.4834722222222223,1.1953260133513888,0.0,1.0,1.0,2.0,9.0,5,0,micro_wave_oven
3.3554166666666667,0.47685216757330406,3.0,3.0,3.0,4.0,4.0,19,0,vacuum
334.7175,26.679525517300455,2.0,335.0,335.0,339.0,345.0,13,0,dehumidifier
28.70111111111111,56.00687374843475,0.0,0.0,0.0,3.0,1408.0,7,0,fridge
1.041388888888889,0.19790375147363456,1.0,1.0,1.0,1.0,2.0,13,1,laptop
3.4306944444444443,1.562085356053493,1.0,2.5,3.0,4.0,11.0,8,0,printer
99.18847222222222,24.337963075797035,83.0,84.0,85.0,117.0,198.0,18,0,computer
0.9647222222222223,0.18450667327189313,0.0,1.0,1.0,1.0,1.0,9,0,screen
